,Open (USD),High (USD),Low (USD),Close (USD),Volume,Market Cap (USD),SMA,EMA,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK
2019-08-28,10185.69000000,10299.00000000,9601.01000000,9721.00000000,42110.55537500,42110.55537500,10560.3760,10405.5187,40.2127,9179.7659,10317.7345,21697.4203,-184.3764,-77.7179,-106.6585,28.2845,27.2071
2019-08-29,9721.00000000,9724.00000000,9320.00000000,9498.44000000,35532.69491000,35532.69491000,10508.1774,10319.1303,37.9823,9163.6263,10217.1569,20752.4631,-232.4978,-100.6714,-131.8264,25.7698,18.6993
2019-08-30,9499.01000000,9696.00000000,9350.41000000,9584.54000000,26834.31810400,26834.31810400,10473.0104,10249.1693,39.3830,9100.6270,10136.1200,20491.0507,-260.6818,-103.0843,-157.5975,19.3102,12.0241
2019-08-31,9582.76000000,9684.51000000,9420.75000000,9587.47000000,17130.29007400,17130.29007400,10429.6154,10186.1503,39.4332,9135.4593,10063.5754,19344.7370,-279.5589,-97.5691,-181.9897,15.0841,14.5290
2019-09-01,9588.74000000,9830.00000000,9520.00000000,9724.98000000,19545.40484300,19545.40484300,10396.9998,10142.2293,41.8633,9221.8827,10013.4722,17929.3680,-280.1932,-78.5628,-201.6304,15.2383,19.1618
2019-09-02,9723.59000000,10450.00000000,9712.50000000,10340.00000000,44740.24809300,44740.24809300,10400.3162,10161.0646,51.2789,9305.7961,10029.9000,17270.9386,-228.4357,-21.4442,-206.9915,22.7674,34.6113
2019-09-03,10340.00000000,10773.00000000,10272.00000000,10615.28000000,47998.37678100,47998.37678100,10395.8474,10204.3232,54.8070,9323.6881,10075.1769,17590.0645,-163.3221,34.9355,-198.2576,37.3354,58.2332
2019-09-04,10611.85000000,10799.00000000,10369.89000000,10567.02000000,43943.88902600,43943.88902600,10418.3960,10238.8658,54.0678,9343.3309,10113.1675,17811.5333,-114.2957,67.1695,-181.4652,56.9669,78.0562
2019-09-05,10565.92000000,10900.00000000,10450.00000000,10564.49000000,33970.96063900,33970.96063900,10436.3274,10269.8776,54.0267,9364.1779,10149.6167,18004.0049,-74.7840,85.3450,-160.1290,73.2471,83.4519
2019-09-06,10563.13000000,10905.87000000,10150.00000000,10298.73000000,58799.64095900,58799.64095900,10429.7588,10272.6255,49.7450,9372.9051,10159.6462,18027.0574,-64.1756,76.7627,-140.9383,78.8134,74.9320
2019-09-07,10298.71000000,10558.00000000,10288.57000000,10455.88000000,27637.87739200,27637.87739200,10428.7906,10290.0783,52.1594,9390.7124,10184.2485,18119.6096,-42.5966,78.6734,-121.2700,76.3619,70.7020
2019-09-08,10455.90000000,10592.50000000,10208.00000000,10381.18000000,23984.67201800,23984.67201800,10421.6096,10298.7546,50.9074,9471.5877,10201.0265,17495.4146,-31.1635,72.0852,-103.2487,70.7952,66.7518
2019-09-09,10381.24000000,10480.00000000,10068.50000000,10303.12000000,39835.72760800,39835.72760800,10415.8830,10299.1704,49.5685,9530.7785,10212.9148,17034.2779,-28.0778,60.1367,-88.2145,68.0993,66.8441
2019-09-10,10302.58000000,10384.99000000,9953.00000000,10098.15000000,28915.41222500,28915.41222500,10411.0398,10280.0256,46.1370,9524.8818,10207.4601,17033.2438,-41.6912,37.2187,-78.9098,64.3069,59.3250
2019-09-11,10098.19000000,10293.00000000,9880.00000000,10158.33000000,31953.82456200,31953.82456200,10416.9082,10268.4355,47.2907,9525.8080,10207.9485,17029.3535,-47.0811,25.4630,-72.5441,60.2700,54.6409
2019-09-12,10158.75000000,10448.81000000,10040.00000000,10415.01000000,34511.16275500,34511.16275500,10429.9428,10282.3950,52.0122,9548.6334,10232.6042,17072.3119,-30.2916,33.8020,-64.0936,56.9189,56.7910
2019-09-13,10415.01000000,10439.00000000,10153.00000000,10342.06000000,30280.33977600,30280.33977600,10439.1866,10288.0774,50.6243,9561.6430,10250.1910,17135.6711,-22.6115,33.1856,-55.7972,57.5152,61.1138
2019-09-14,10344.13000000,10419.99000000,10222.33000000,10335.02000000,23621.53351900,23621.53351900,10449.4070,10292.5481,50.4842,9573.8784,10266.1183,17188.5176,-16.8983,31.1191,-48.0174,60.3336,63.0960
2019-09-15,10332.81000000,10360.00000000,10252.15000000,10302.01000000,18047.65401300,18047.65401300,10465.9168,10293.4492,49.7889,9589.0309,10277.9860,17167.5361,-14.8629,26.5236,-41.3865,60.3193,56.7480
2019-09-16,10303.34000000,10355.00000000,10078.00000000,10251.31000000,28971.40165700,28971.40165700,10480.1122,10289.4360,48.6800,9595.5849,10285.3595,17183.1056,-17.1432,19.3946,-36.5378,55.9928,48.1342
2019-09-17,10249.68000000,10275.00000000,10128.01000000,10187.82000000,22914.32456300,22914.32456300,10493.7158,10279.7583,47.2603,9629.0973,10286.3708,16859.1061,-23.7992,10.1909,-33.9901,47.8051,38.5331
2019-09-18,10187.48000000,10258.02000000,10100.00000000,10156.99000000,24250.24930300,24250.24930300,10505.3714,10268.0660,46.5505,9708.2356,10282.2230,16022.0969,-31.2021,2.2304,-33.4325,39.2447,31.0670
2019-09-19,10156.41000000,10325.00000000,9653.00000000,10244.29000000,44826.28257900,44826.28257900,10508.6466,10265.8017,48.8915,9792.4273,10283.2535,15191.5153,-29.6824,3.0001,-32.6825,34.7779,34.7337
2019-09-20,10243.70000000,10281.00000000,10061.39000000,10168.59000000,25088.49106900,25088.49106900,10504.5186,10256.5434,46.9704,9890.2087,10273.9329,14111.1748,-34.1923,-1.2079,-32.9845,36.2752,43.0248
2019-09-21,10167.92000000,10176.70000000,9900.00000000,9986.39000000,20544.17519600,20544.17519600,10493.7714,10230.8145,42.6286,9927.3637,10244.4926,13415.7814,-51.8705,-15.1088,-36.7617,41.2039,45.8533
2019-09-22,9985.15000000,10089.00000000,9853.97000000,10028.87000000,22049.27525600,22049.27525600,10478.0116,10211.5817,43.9300,9878.6582,10217.8532,13609.8031,-61.7411,-19.9835,-41.7575,44.7166,45.2716
2019-09-23,10028.05000000,10049.99000000,9615.77000000,9702.25000000,31937.23235600,31937.23235600,10453.4720,10163.0739,36.9837,9766.9356,10161.5887,14108.1201,-94.8260,-42.4548,-52.3712,40.5213,30.4390
2019-09-24,9702.20000000,9794.99000000,7800.00000000,8493.14000000,94007.34520300,94007.34520300,10386.7588,10004.0326,22.6841,9153.2249,9994.5187,18407.4565,-216.1198,-130.9989,-85.1210,34.3479,27.3330
2019-09-25,8497.55000000,8730.00000000,8215.64000000,8430.05000000,60783.89225800,60783.89225800,10325.7260,9854.1295,22.2018,8729.4502,9831.3157,20849.9704,-313.7205,-182.8797,-130.8409,25.9613,20.1118
2019-09-26,8430.05000000,8465.99000000,7750.00000000,8063.73000000,67930.85374900,67930.85374900,10247.5000,9683.6153,19.5961,8254.4407,9643.3890,23532.8723,-415.8353,-227.9955,-187.8398,22.6617,20.5404
2019-09-27,8063.49000000,8265.00000000,7852.15000000,8177.91000000,43882.92462500,43882.92462500,10171.0628,9540.2148,22.6436,7917.6288,9476.9796,25070.4873,-481.9924,-235.3221,-246.6703,19.2707,17.1600
2019-09-28,8177.47000000,8315.00000000,8001.09000000,8198.81000000,34473.60516500,34473.60516500,10097.4392,9412.4619,23.2172,7638.4661,9323.4080,26172.8271,-526.6649,-223.9957,-302.6692,17.5545,14.9632
2019-09-29,8199.38000000,8229.13000000,7890.00000000,8043.82000000,31544.21138800,31544.21138800,10032.1294,9282.1151,21.9191,7358.3148,9165.4678,27236.9977,-568.0268,-212.2860,-355.7407,15.6523,14.8338
2019-09-30,8043.04000000,8337.26000000,7710.00000000,8289.34000000,55865.48726000,55865.48726000,9966.9168,9187.5651,28.7184,7165.7092,9041.6690,27801.2668,-574.3739,-174.9065,-399.4674,15.5578,16.8765
2019-10-01,8289.97000000,8500.00000000,8173.05000000,8292.44000000,43472.41809100,43472.41809100,9904.8440,9102.3151,28.8027,7006.2412,8926.7788,28132.1553,-572.5538,-138.4692,-434.0847,16.7597,18.5689
2019-10-02,8292.67000000,8373.91000000,8151.22000000,8359.94000000,26243.38664400,26243.38664400,9854.1886,9031.6127,30.7239,6913.8173,8827.2024,27961.0536,-559.2184,-100.1070,-459.1114,19.5131,23.0939
2019-10-03,8360.00000000,8393.00000000,8060.00000000,8223.96000000,30488.28405800,30488.28405800,9817.6604,8954.6934,29.0247,6818.4462,8724.4615,27784.6146,-553.2450,-75.3069,-477.9381,21.3452,22.3727
2019-10-04,8224.43000000,8232.41000000,8005.00000000,8137.13000000,26476.33040400,26476.33040400,9774.5244,8876.8302,27.9613,6739.3696,8623.5373,27465.2150,-549.1868,-56.9989,-492.1878,22.0623,20.7203
2019-10-05,8137.09000000,8183.41000000,8012.98000000,8126.19000000,21907.61556400,21907.61556400,9730.4174,8805.3406,27.8230,6690.2787,8532.0374,26949.6238,-540.6214,-38.7469,-501.8746,20.4533,18.2669
2019-10-06,8127.55000000,8153.87000000,7785.00000000,7854.25000000,34676.10404900,34676.10404900,9683.1820,8714.7606,24.5696,6618.6059,8424.9994,26488.9344,-549.4430,-38.0547,-511.3882,17.5485,13.6582
2019-10-07,7855.30000000,8299.92000000,7762.00000000,8190.09000000,52202.07229700,52202.07229700,9640.8482,8664.7920,34.7216,6641.2094,8361.3608,25562.8748,-523.3023,-9.5313,-513.7711,15.8289,15.5616
2019-10-08,8190.82000000,8325.00000000,8088.75000000,8168.39000000,35452.65742300,35452.65742300,9585.9052,8617.5156,34.3995,6693.4011,8305.1685,24422.8429,-498.5893,12.1454,-510.7347,17.9767,24.7103
2019-10-09,8170.79000000,8670.00000000,8115.00000000,8560.74000000,55038.70437800,55038.70437800,9541.9098,8612.1084,44.4376,6857.5013,8295.8124,22678.9235,-442.2467,54.7904,-497.0371,30.8223,52.1950
2019-10-10,8562.15000000,8644.00000000,8414.52000000,8558.03000000,39137.94616700,39137.94616700,9510.2190,8606.9581,44.3871,7055.3351,8294.2151,20683.0154,-393.2800,83.0057,-476.2857,50.2901,73.9651
2019-10-11,8557.82000000,8779.51000000,8212.38000000,8258.50000000,50405.28441800,50405.28441800,9473.3914,8573.7716,39.0963,7236.9643,8271.7605,18619.7225,-374.3280,81.5661,-455.8941,67.4134,76.0801
2019-10-12,8257.95000000,8400.00000000,8250.00000000,8300.09000000,21339.33409800,21339.33409800,9431.6022,8547.7067,40.1628,7541.9689,8261.4949,15456.7552,-351.8961,83.1985,-435.0945,71.6590,64.9318
2019-10-13,8301.98000000,8451.37000000,8160.00000000,8275.01000000,27840.73995300,27840.73995300,9394.4154,8521.7356,39.7112,7915.8231,8257.0730,11669.5715,-332.3117,82.2263,-414.5380,64.7026,53.0960
2019-10-14,8275.24000000,8388.85000000,8203.00000000,8348.20000000,29810.66325300,29810.66325300,9358.5256,8505.2084,41.7690,7940.3027,8266.4180,11527.5703,-307.3422,85.7566,-393.0988,57.7441,55.2047
2019-10-15,8346.86000000,8403.00000000,8090.00000000,8159.29000000,32773.06247600,32773.06247600,9314.2664,8472.2638,38.1495,7942.2281,8258.4617,11420.7972,-299.3465,75.0018,-374.3483,52.7097,49.8285
2019-10-16,8159.30000000,8181.16000000,7917.00000000,7991.74000000,34733.59396600,34733.59396600,9270.4002,8426.4996,35.2333,7910.6362,8235.8376,11487.8508,-303.0365,57.0495,-360.0860,48.2594,39.7451
2019-10-17,7995.02000000,8124.92000000,7929.03000000,8070.58000000,29656.94915800,29656.94915800,9237.3918,8392.6025,37.6486,7889.4083,8221.0649,11537.6307,-296.1849,51.1208,-347.3058,40.0746,30.6503
2019-10-18,8070.71000000,8115.00000000,7816.01000000,7947.01000000,31353.18141600,31353.18141600,9206.3632,8350.1651,35.4191,7842.6004,8195.0347,11719.3771,-297.2990,40.0054,-337.3044,31.3638,23.6961
2019-10-19,7946.89000000,8098.10000000,7866.92000000,7948.01000000,26627.88938800,26627.88938800,9173.6326,8311.8646,35.4524,7806.6561,8170.2988,11806.7252,-294.7040,34.0803,-328.7843,25.5366,22.2635
2019-10-20,7949.87000000,8297.00000000,7870.00000000,8223.35000000,34286.45265400,34286.45265400,9146.3502,8303.4347,44.0153,7810.6027,8172.2420,11788.6340,-267.3480,49.1490,-316.4971,24.4093,27.2682
2019-10-21,8223.35000000,8333.00000000,8142.03000000,8197.27000000,30448.67953900,30448.67953900,9115.7960,8293.3237,43.4276,7812.8897,8172.0156,11763.2739,-244.9490,57.2384,-302.1875,27.9764,34.3974
2019-10-22,8197.28000000,8297.99000000,8000.00000000,8020.00000000,34651.82866300,34651.82866300,9069.3960,8267.2929,39.5612,7796.9121,8155.3595,11739.8340,-238.7497,50.7502,-289.4999,32.3422,35.3611
2019-10-23,8020.06000000,8047.59000000,7300.00000000,7466.62000000,63897.45709800,63897.45709800,9006.4228,8191.0383,30.4480,7614.8553,8087.6194,12815.2604,-275.3162,11.3470,-286.6632,31.2533,24.0013
2019-10-24,7468.47000000,7503.68000000,7337.99000000,7412.41000000,32714.38326500,32714.38326500,8943.3306,8116.8833,29.7256,7448.9928,8018.3228,13711.6224,-305.1520,-14.7911,-290.3609,24.2354,13.3438
2019-10-25,7412.41000000,8799.00000000,7361.00000000,8655.02000000,90748.21817400,90748.21817400,8905.1412,8168.1344,55.6817,7452.7507,8070.8210,14251.5237,-225.9246,51.5490,-277.4737,24.5878,36.4182
2019-10-26,8655.88000000,10370.00000000,8470.38000000,9230.00000000,162588.58541300,162588.58541300,8883.7666,8269.2644,62.5707,7407.6093,8175.5610,15855.0779,-115.4099,129.6510,-245.0609,34.4606,53.6197
2019-10-27,9230.00000000,9794.98000000,9074.34000000,9529.93000000,93833.54160400,93833.54160400,8865.2476,8389.3278,65.5766,7340.0008,8302.3146,17925.4521,-3.5830,193.1823,-196.7653,55.1124,75.2992
2019-10-28,9528.23000000,9902.10000000,9160.00000000,9205.14000000,80174.21732300,80174.21732300,8841.7268,8467.0242,59.9609,7347.8271,8391.7556,18831.0399,58.1623,203.9421,-145.7798,64.9240,65.8531
2019-10-29,9204.45000000,9550.00000000,9072.00000000,9407.62000000,64158.46244600,64158.46244600,8823.8168,8556.6048,62.1378,7351.7183,8495.5435,19933.7957,122.0277,214.2460,-92.2183,69.6446,67.7817
2019-10-30,9407.62000000,9409.84000000,9001.01000000,9154.72000000,55241.78643400,55241.78643400,8804.9482,8613.5681,57.9033,7378.2322,8571.2129,20501.0200,150.4997,194.1744,-43.6747,65.7808,63.7077
2019-10-31,9154.02000000,9405.00000000,8913.00000000,9140.85000000,54376.02490200,54376.02490200,8784.5986,8663.7854,57.6712,7407.9304,8642.7200,20990.6155,169.9853,170.9280,-0.9427,64.8330,63.0097
2019-11-01,9140.86000000,9279.00000000,9030.00000000,9231.61000000,43594.81411500,43594.81411500,8760.9306,8717.8640,58.8341,7438.1910,8718.6692,21523.4521,190.5547,153.1979,37.3568,62.6053,61.0986
2019-11-02,9231.40000000,9373.74000000,9186.21000000,9289.52000000,28923.06082800,28923.06082800,8739.8798,8772.3074,59.5968,7472.1795,8795.6979,22030.8817,209.1184,137.4093,71.7091,62.2235,62.5622
2019-11-03,9289.85000000,9362.57000000,9066.14000000,9194.71000000,27894.37827900,27894.37827900,8717.0736,8812.5362,57.7115,7507.6430,8858.8660,22371.0961,213.7163,113.6058,100.1106,62.2693,63.1470
2019-11-04,9196.46000000,9513.68000000,9115.84000000,9393.35000000,45894.45627700,45894.45627700,8698.9004,8867.8518,60.5289,7554.6919,8936.9213,22759.2153,230.7291,104.4948,126.2343,63.5375,64.9031
2019-11-05,9392.40000000,9454.95000000,9175.76000000,9308.66000000,45935.87366500,45935.87366500,8680.0474,8909.8336,58.7323,7622.2765,9001.0343,22788.6123,234.6729,86.7509,147.9220,64.3870,65.1110
2019-11-06,9307.73000000,9440.91000000,9250.01000000,9339.05000000,37336.17037200,37336.17037200,8663.0720,8950.7113,59.2003,7688.2144,9061.7706,22797.3329,237.5127,71.6726,165.8401,65.5173,66.5379
2019-11-07,9339.16000000,9375.00000000,9101.00000000,9216.20000000,39117.47085300,39117.47085300,8644.2562,8975.9959,56.4152,7771.5097,9104.7666,22437.3349,227.2309,49.1126,178.1183,65.3365,64.3605
2019-11-08,9214.00000000,9261.00000000,8696.00000000,8773.73000000,62107.28924300,62107.28924300,8614.8450,8956.7325,47.7095,7828.2010,9099.5788,21813.3567,181.2891,2.5367,178.7525,59.5908,47.8739
2019-11-09,8773.74000000,8880.00000000,8724.88000000,8809.41000000,29469.48140500,29469.48140500,8587.6614,8942.7018,48.4009,7856.8486,9093.8570,21463.9413,146.0751,-26.1419,172.2170,47.0812,29.0090
2019-11-10,8809.18000000,9147.19000000,8750.00000000,9039.47000000,34422.02979700,34422.02979700,8568.7230,8951.9178,52.7405,7912.0025,9107.2550,21059.7803,135.1735,-29.6348,164.8083,31.6110,17.9499
2019-11-11,9040.16000000,9072.32000000,8618.68000000,8733.27000000,44888.05354500,44888.05354500,8542.8110,8931.0942,47.0668,7963.8475,9087.4807,20323.8122,100.6657,-51.3141,151.9798,21.2291,16.7283
2019-11-12,8733.36000000,8888.00000000,8567.60000000,8821.94000000,40366.62947100,40366.62947100,8525.2048,8920.6986,48.7850,8182.2615,9072.7545,17977.6846,79.5559,-57.9391,137.4950,19.0778,22.5551
2019-11-13,8821.91000000,8844.99000000,8702.00000000,8777.12000000,26810.11691800,26810.11691800,8530.8844,8907.0244,47.9379,8541.3406,9047.3059,14106.9586,58.5348,-63.1681,121.7030,19.9093,20.4446
2019-11-14,8777.54000000,8800.00000000,8582.60000000,8646.68000000,33468.46896100,33468.46896100,8535.2170,8882.2297,45.4639,8495.4514,9002.9358,14077.7801,30.9928,-72.5681,103.5609,20.7097,19.1295
2019-11-15,8646.38000000,8790.00000000,8400.00000000,8471.73000000,46087.41775100,46087.41775100,8543.3770,8843.1345,42.3099,8366.5826,8941.9435,14695.5531,-4.8950,-86.7647,81.8697,17.2964,12.3152
2019-11-16,8471.62000000,8543.00000000,8400.00000000,8491.02000000,20902.29975200,20902.29975200,8549.6392,8809.5998,42.7812,8297.5499,8886.3992,14774.8919,-31.4177,-90.6299,59.2123,13.0340,7.6575
2019-11-17,8490.74000000,8635.00000000,8350.68000000,8502.40000000,27009.03708200,27009.03708200,8555.7110,8780.3427,43.0767,8213.0467,8836.8859,15075.2777,-50.9317,-88.1151,37.1835,9.7308,9.2198
2019-11-18,8502.87000000,8503.52000000,8060.00000000,8187.17000000,43017.69094000,43017.69094000,8558.5780,8723.8500,37.3267,8077.3842,8760.6970,15593.8252,-90.7866,-102.3760,11.5895,8.9963,10.1116
2019-11-19,8186.50000000,8218.63000000,8003.00000000,8133.64000000,43556.06102500,43556.06102500,8555.4640,8667.6396,36.4372,7929.1477,8685.2217,16245.9622,-125.2475,-109.4696,-15.7779,9.9157,10.4158
2019-11-20,8133.83000000,8264.29000000,8038.40000000,8098.01000000,32466.23098000,32466.23098000,8551.5754,8613.3891,35.8253,7794.2624,8611.2154,16780.7452,-153.6618,-110.3071,-43.3547,9.6344,8.3756
2019-11-21,8098.56000000,8134.73000000,7500.00000000,7627.74000000,58418.78026100,58418.78026100,8536.9314,8519.5178,28.9214,7551.8806,8497.3873,17952.4549,-211.6869,-134.6658,-77.0211,8.8487,7.7547
2019-11-22,7627.79000000,7750.00000000,6790.00000000,7268.23000000,126603.14025900,126603.14025900,8517.8168,8400.3475,24.9612,7248.7294,8356.9577,19439.2408,-283.4147,-165.1149,-118.2999,9.2064,11.4890
2019-11-23,7268.23000000,7344.48000000,7080.01000000,7311.57000000,50449.89475500,50449.89475500,8501.3056,8296.6544,26.2719,7011.5212,8230.2809,20417.8782,-332.9246,-171.6998,-161.2248,11.9333,16.5562
2019-11-24,7311.10000000,7330.39000000,6861.00000000,6903.28000000,67890.20648300,67890.20648300,8476.8474,8163.9521,22.3172,6724.2462,8073.6867,21568.0916,-400.4905,-191.4126,-209.0780,14.6127,15.7928
2019-11-25,6900.23000000,7377.69000000,6515.00000000,7109.57000000,119645.73519700,119645.73519700,8461.9538,8063.5348,28.1982,6548.3164,7948.5966,21951.3988,-432.4066,-178.6629,-253.7437,16.5770,17.3819
2019-11-26,7109.99000000,7340.00000000,7017.48000000,7156.14000000,65722.39769000,65722.39769000,8441.2748,7977.1162,29.4958,6434.7410,7838.4136,21875.1394,-448.7694,-156.0206,-292.7488,17.4511,19.1786
2019-11-27,7154.75000000,7655.00000000,6840.00000000,7508.52000000,92452.87349000,92452.87349000,8428.0774,7932.4880,38.5460,6418.3367,7772.1854,21310.6726,-428.3649,-108.4929,-319.8720,22.8594,32.0175
2019-11-28,7507.90000000,7643.00000000,7360.00000000,7419.49000000,56933.98110900,56933.98110900,8405.2524,7883.6310,37.2452,6354.1508,7705.6100,21220.2012,-414.5990,-75.7816,-338.8174,29.3715,36.9182
2019-11-29,7418.52000000,7850.00000000,7362.30000000,7739.68000000,60745.30087300,60745.30087300,8388.8854,7869.9214,44.4995,6364.7688,7675.9776,20788.0651,-373.5468,-27.7835,-345.7633,38.6459,47.0019
2019-11-30,7740.99000000,7810.00000000,7441.00000000,7541.89000000,46989.43361900,46989.43361900,8374.5532,7838.6803,41.3218,6399.2663,7632.6020,19965.9592,-352.9045,-5.7130,-347.1915,44.1916,48.6546
2019-12-01,7540.63000000,7541.85000000,7210.00000000,7390.89000000,60769.34231300,60769.34231300,8356.3692,7796.0336,39.0303,6386.9350,7581.9768,19532.3951,-344.7557,1.9487,-346.7044,48.5804,50.0845
2019-12-02,7391.50000000,7420.56000000,7151.10000000,7294.28000000,46330.25604000,46330.25604000,8336.7546,7748.2476,37.5939,6396.7836,7528.5430,18846.1368,-342.1492,3.6442,-345.7933,48.1390,45.6780
2019-12-03,7294.42000000,7400.00000000,7241.35000000,7292.71000000,33149.47748700,33149.47748700,8315.6448,7704.8630,37.5697,6430.1584,7482.2341,18002.9911,-336.3332,7.5681,-343.9013,46.7046,44.3514
2019-12-04,7292.71000000,7750.00000000,7067.00000000,7194.32000000,83147.14914200,83147.14914200,8296.3454,7656.2399,36.0056,6453.6129,7433.6235,17233.7288,-335.7924,6.4871,-342.2795,44.5595,43.6491
2019-12-05,7194.59000000,7485.00000000,7150.00000000,7389.00000000,59306.67885500,59306.67885500,8284.2906,7630.7885,41.2201,6505.1922,7410.4698,16463.2455,-316.0120,21.0140,-337.0260,46.2076,50.6224
2019-12-06,7389.00000000,7590.03000000,7305.00000000,7527.47000000,48189.08794400,48189.08794400,8273.4284,7620.9486,44.6733,6603.1484,7405.6595,15430.7706,-285.8672,40.9271,-326.7942,51.7848,61.0830
2019-12-07,7527.80000000,7619.62000000,7470.16000000,7488.21000000,31498.68417300,31498.68417300,8264.2524,7608.3068,43.8861,6734.6948,7401.6986,14071.7365,-262.1236,51.7365,-313.8601,61.0360,71.4027
2019-12-08,7487.31000000,7564.00000000,7374.86000000,7510.11000000,29856.89763100,29856.89763100,8255.4944,7598.9548,44.4739,6821.3629,7404.6528,13237.5516,-238.7869,60.0586,-298.8455,68.9708,74.4267
2019-12-09,7510.11000000,7650.00000000,7273.00000000,7338.64000000,46621.88749300,46621.88749300,8237.8002,7574.1629,40.8645,6903.1761,7394.5007,12307.7464,-231.4604,53.9080,-285.3685,70.4776,65.6033
2019-12-10,7338.64000000,7407.60000000,7157.10000000,7224.13000000,49723.76214000,49723.76214000,8218.3374,7540.8264,38.6109,6997.1972,7377.2285,11177.5416,-232.2173,42.5209,-274.7382,64.6704,53.9810
2019-12-11,7224.15000000,7275.50000000,7125.66000000,7210.00000000,30093.09194400,30093.09194400,8202.1374,7509.3191,38.3300,6997.8864,7362.7720,11011.6276,-231.2911,34.7577,-266.0488,51.6021,35.2220
2019-12-12,7210.00000000,7295.00000000,7080.30000000,7198.08000000,42288.60093200,42288.60093200,8196.7666,7479.6773,38.0783,6980.2308,7349.1695,11038.5566,-228.8806,29.7346,-258.6152,37.8495,24.3455
2019-12-13,7197.76000000,7309.05000000,7190.76000000,7258.48000000,27609.87379500,27609.87379500,8193.6880,7458.6109,40.2202,6971.2485,7341.6534,11045.7025,-219.5654,31.2398,-250.8052,26.6086,20.2583
2019-12-14,7257.37000000,7271.77000000,7012.00000000,7064.05000000,29561.98596700,29561.98596700,8161.8686,7421.0337,35.9137,6977.6953,7315.8730,10697.6493,-225.2751,20.4241,-245.6992,20.3751,16.5216
2019-12-15,7064.14000000,7200.30000000,7008.35000000,7118.59000000,26395.77813700,26395.77813700,8119.6404,7392.2295,37.9217,6957.5670,7294.5212,10664.0633,-222.8305,18.2949,-241.1255,17.5587,15.8961
2019-12-16,7119.60000000,7150.00000000,6836.00000000,6891.72000000,43863.99305900,43863.99305900,8066.8762,7344.5619,33.2541,6868.6216,7251.5199,11080.5028,-236.4738,3.7214,-240.1951,13.9185,9.3378
2019-12-17,6891.44000000,6942.21000000,6560.00000000,6623.82000000,53865.06992900,53865.06992900,8015.2498,7275.9199,28.7535,6702.4409,7184.2634,12002.4884,-265.8390,-20.5151,-245.3239,11.3361,8.7745
2019-12-18,6623.84000000,7440.00000000,6435.00000000,7277.83000000,95636.65125100,95636.65125100,7972.6540,7276.1018,47.4511,6705.6058,7183.5065,11962.5137,-233.6447,9.3434,-242.9881,15.0183,26.9427
2019-12-19,7277.83000000,7380.00000000,7038.31000000,7150.30000000,55509.04907500,55509.04907500,7932.5656,7264.1207,44.9727,6740.3364,7171.2784,11480.6987,-215.9320,21.6449,-237.5768,26.7506,44.5347
2019-12-20,7151.31000000,7220.00000000,7079.50000000,7187.83000000,32132.06920500,32132.06920500,7893.5052,7256.8549,45.8687,6755.4544,7165.4311,11265.1982,-196.5999,32.7816,-229.3814,44.9594,63.4008
2019-12-21,7188.01000000,7190.58000000,7105.00000000,7132.75000000,19467.17402800,19467.17402800,7851.5280,7245.0354,44.7178,6750.7019,7156.0242,11209.2475,-183.6070,36.6195,-220.2266,55.7854,59.4206
2019-12-22,7131.59000000,7518.54000000,7122.47000000,7501.44000000,39137.45515000,39137.45515000,7815.7664,7269.4549,53.1853,6760.2189,7182.9598,11410.3693,-141.9239,62.6421,-204.5660,63.9585,69.0540
2019-12-23,7500.71000000,7695.38000000,7265.84000000,7317.09000000,68051.99720300,68051.99720300,7778.2140,7273.9915,49.1330,6767.7430,7191.3518,11427.4396,-122.3548,65.7690,-188.1238,66.7345,71.7290
2019-12-24,7317.30000000,7436.68000000,7157.04000000,7255.77000000,43629.49418800,43629.49418800,7735.4624,7272.2561,47.8276,6770.3729,7193.7877,11427.9358,-110.5201,62.0829,-172.6030,71.6921,74.2932
2019-12-25,7255.77000000,7271.77000000,7128.86000000,7204.63000000,27492.04432300,27492.04432300,7693.3818,7265.8156,46.7129,6773.6237,7191.0605,11365.4291,-104.0680,54.8280,-158.8960,70.4708,65.3901
2019-12-26,7205.01000000,7435.00000000,7157.12000000,7202.00000000,36259.76107600,36259.76107600,7650.6408,7259.7379,46.6527,6795.4150,7188.9608,11124.4192,-98.0368,48.6874,-146.7242,67.3432,62.3463
2019-12-27,7202.00000000,7275.86000000,7076.42000000,7254.74000000,33642.70186100,33642.70186100,7611.4116,7259.2619,48.0976,6820.5458,7193.4338,10922.3142,-87.9870,46.9897,-134.9767,63.3518,62.3190
2019-12-28,7254.77000000,7365.01000000,7238.67000000,7316.14000000,26848.98219900,26848.98219900,7582.2598,7264.6789,49.8022,6855.8236,7204.8662,10695.2919,-74.2126,48.6113,-122.8239,63.3112,65.2681
2019-12-29,7315.36000000,7528.45000000,7288.00000000,7388.24000000,31387.10608500,31387.10608500,7553.8364,7276.4466,51.8040,6870.0853,7224.0889,10764.1250,-56.8234,52.8004,-109.6238,65.9269,70.1936
2019-12-30,7388.43000000,7408.24000000,7220.00000000,7246.00000000,29605.91178200,29605.91178200,7517.9670,7273.5469,47.7579,6874.9617,7229.5288,10775.1992,-53.8986,44.5802,-98.4788,68.4748,69.9625
