,Open (USD),High (USD),Low (USD),Close (USD),Volume,Market Cap (USD),SMA,EMA,RSI,Real Lower Band,Real Middle Band,Real Upper Band,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK
2019-05-10,6209.95000000,6468.92000000,6172.00000000,6373.33000000,36623.61079000,36623.61079000,5061.6988,5650.7609,81.8267,5074.1525,5737.9127,12375.5153,300.9325,59.5223,241.4103,90.8891,95.5687
2019-05-11,6375.16000000,7343.99000000,6372.85000000,7076.22000000,74022.42439300,74022.42439300,5123.4846,5786.5189,88.0615,4967.5985,5880.2408,15006.6637,377.5903,108.9440,268.6463,93.3273,92.9259
2019-05-12,7076.24000000,7521.78000000,6750.00000000,6967.31000000,86948.97533900,86948.97533900,5182.7106,5898.9752,83.2932,4944.1779,6003.5294,16597.0447,424.6587,124.8100,299.8488,91.3380,85.5195
2019-05-13,6968.24000000,8100.00000000,6870.00000000,7790.71000000,85804.73533300,85804.73533300,5258.6812,6079.1404,88.4050,4824.1996,6197.5696,19931.2696,522.3807,178.0255,344.3551,87.6297,84.4438
2019-05-14,7795.62000000,8366.00000000,7599.56000000,7947.56000000,76583.72260300,76583.72260300,5338.9100,6257.0852,89.0898,4769.0413,6395.6079,22661.2731,605.5026,208.9180,396.5846,84.6520,83.9927
2019-05-15,7945.26000000,8249.00000000,7850.00000000,8169.87000000,37884.32721100,37884.32721100,5423.3364,6439.2551,89.9920,4762.9751,6602.7587,25000.5951,681.4605,227.9007,453.5598,86.0452,89.6990
2019-05-16,8169.08000000,8320.00000000,7705.00000000,7866.59000000,69630.51399600,69630.51399600,5499.9072,6575.1918,80.2432,4823.4969,6766.9783,26201.7918,709.0124,204.3621,504.6503,87.0576,87.4811
2019-05-17,7868.67000000,7925.00000000,6913.00000000,7355.26000000,88752.00815900,88752.00815900,5566.4562,6649.4840,67.0541,4925.9998,6870.3450,26313.7972,681.7289,141.6629,540.0660,85.7030,79.9290
2019-05-18,7355.28000000,7458.00000000,7156.61000000,7257.45000000,37054.94477900,37054.94477900,5629.5402,6707.3855,64.8581,5038.3572,6954.5891,26116.9079,644.7815,83.7723,561.0091,78.6897,68.6588
2019-05-19,7257.32000000,8275.09000000,7243.08000000,8148.48000000,65577.44205800,65577.44205800,5710.3704,6844.6326,73.4035,5153.0919,7114.4078,26727.5667,679.5654,94.8450,584.7204,73.4568,71.7825
2019-05-20,8147.94000000,8156.03000000,7553.00000000,7938.15000000,65859.20856400,65859.20856400,5787.0544,6948.7771,69.1301,5292.9093,7240.3362,26714.6056,682.2950,78.0597,604.2353,72.9675,78.4610
2019-05-21,7937.16000000,8042.32000000,7771.00000000,7904.87000000,52301.75224700,52301.75224700,5862.2606,7039.8336,68.4511,5446.6201,7350.6317,26390.7472,674.0033,55.8144,618.1889,78.7436,85.9873
2019-05-22,7904.48000000,8016.00000000,7465.00000000,7628.43000000,49136.99458900,49136.99458900,5917.6834,7095.8904,62.9222,5602.4366,7422.5915,25624.1404,637.7738,15.6679,622.1059,80.9184,78.3068
2019-05-23,7627.80000000,7940.98000000,7461.00000000,7851.51000000,49648.18470100,49648.18470100,5976.0616,7167.8542,65.3541,5736.3218,7505.6278,25198.6869,619.9163,-1.7516,621.6680,80.0771,75.9371
2019-05-24,7849.95000000,8130.00000000,7766.00000000,7964.87000000,46664.78532500,46664.78532500,6037.3858,7243.7604,66.5546,5879.1174,7589.5610,24693.9972,607.9039,-11.0113,618.9151,76.4662,75.1547
2019-05-25,7964.52000000,8091.80000000,7908.34000000,8025.41000000,28414.32881700,28414.32881700,6097.7950,7318.2033,67.2081,6052.2481,7669.0914,23837.5245,596.3941,-18.0168,614.4109,76.5138,78.4495
2019-05-26,8023.00000000,8740.00000000,7833.42000000,8614.43000000,49652.14456700,49652.14456700,6169.2058,7441.6534,72.7807,6247.2561,7794.0056,23261.5003,627.5673,10.5251,617.0422,79.2107,84.0278
2019-05-27,8612.54000000,8908.32000000,8589.00000000,8756.32000000,51886.76879300,51886.76879300,6240.9268,7566.8598,73.9300,6456.1924,7918.7824,22544.6829,656.1578,31.2925,624.8653,83.5581,88.1970
2019-05-28,8752.52000000,8798.49000000,8510.63000000,8715.64000000,31470.55153400,31470.55153400,6310.5016,7676.2674,72.9786,6683.2207,8025.8280,21451.9000,667.8351,34.3758,633.4593,88.0761,92.0035
2019-05-29,8716.87000000,8750.00000000,8406.60000000,8645.68000000,33880.86592200,33880.86592200,6380.4152,7768.5924,71.2797,6908.9694,8113.2185,20155.7090,663.7925,24.2666,639.5259,90.0183,89.8543
2019-05-30,8646.50000000,9074.26000000,8005.00000000,8269.54000000,70379.99852100,70379.99852100,6439.6410,7816.3017,62.8131,7146.4941,8153.1838,18220.0800,623.0551,-13.1766,636.2318,87.2800,79.9823
2019-05-31,8267.10000000,8594.00000000,8108.50000000,8555.00000000,44727.49162000,44727.49162000,6510.3936,7886.6539,66.1037,7254.6511,8211.3061,17777.8569,606.8098,-23.5376,630.3474,81.3372,74.1751
2019-06-01,8555.00000000,8626.00000000,8442.36000000,8544.07000000,31868.23415700,31868.23415700,6580.3148,7949.2650,65.8634,7410.1849,8261.3458,16772.9541,586.2948,-35.2420,621.5369,74.3563,68.9116
2019-06-02,8545.10000000,8814.78000000,8524.00000000,8725.98000000,27835.13326500,27835.13326500,6653.9300,8023.2378,67.9517,7440.3477,8321.2018,17129.7423,578.0518,-34.7881,612.8399,72.4045,74.1267
2019-06-03,8726.00000000,8800.95000000,8080.80000000,8115.82000000,45692.96510400,45692.96510400,6713.6204,8032.0552,55.6537,7442.1121,8318.4936,17082.3093,516.3323,-77.2060,593.5384,68.7958,63.3493
2019-06-04,8115.66000000,8115.66000000,7481.02000000,7687.03000000,74143.94894100,74143.94894100,6766.8620,7999.1956,48.9492,7374.6928,8274.1471,17268.6897,427.8870,-132.5210,560.4081,60.6044,44.3373
2019-06-05,7687.04000000,7896.70000000,7572.78000000,7776.50000000,48679.65645500,48679.65645500,6818.9176,7977.9865,50.2948,7335.0827,8240.6208,17296.0014,360.8533,-159.6438,520.4971,44.1352,24.7191
2019-06-06,7778.08000000,7868.13000000,7444.58000000,7786.70000000,36624.11874700,36624.11874700,6870.5952,7959.7688,50.4551,7358.3796,8208.4949,16709.6478,305.0354,-172.3694,477.4048,29.0811,18.1868
2019-06-07,7787.57000000,8100.00000000,7737.49000000,7980.53000000,33942.22565800,33942.22565800,6925.0370,7961.7460,53.5230,7441.0053,8192.7745,15710.4658,273.2894,-163.2923,436.5817,22.4616,24.4789
2019-06-08,7978.94000000,8044.65000000,7751.00000000,7893.62000000,22657.32963400,22657.32963400,6977.7358,7955.2578,51.9691,7403.1726,8165.3337,15786.9444,238.3698,-158.5695,396.9393,23.2701,27.1446
2019-06-09,7895.28000000,7935.00000000,7506.66000000,7628.13000000,31568.46515700,31568.46515700,7024.4638,7924.1028,47.4384,7321.4969,8113.8218,16037.0706,187.1160,-167.8587,354.9747,25.1749,23.9012
2019-06-10,7627.57000000,8020.00000000,7511.00000000,7982.75000000,36756.07846800,36756.07846800,7078.9960,7929.6883,53.2954,7309.4062,8097.5595,15979.0928,173.1163,-145.4867,318.6030,24.9975,23.9466
2019-06-11,7981.00000000,8010.00000000,7692.23000000,7884.90000000,30334.99942700,30334.99942700,7129.5512,7925.4227,51.5872,7310.4125,8071.6073,15683.5552,152.3693,-132.9869,285.3563,23.8720,23.7683
2019-06-12,7884.90000000,8200.00000000,7788.99000000,8127.64000000,41597.08262200,41597.08262200,7182.2378,7944.6815,55.4057,7320.0881,8067.5520,15542.1908,153.7420,-105.2914,259.0334,27.2334,33.9852
2019-06-13,8127.64000000,8309.82000000,8010.03000000,8218.54000000,30467.76434100,30467.76434100,7238.3086,7970.7633,56.7805,7330.1020,8070.8388,15478.2064,160.3168,-78.9733,239.2901,33.1865,41.8059
2019-06-14,8216.44000000,8684.41000000,8144.32000000,8650.00000000,39835.24625500,39835.24625500,7306.9106,8035.4525,62.6639,7352.4219,8114.0091,15729.8812,198.0594,-32.9845,231.0440,45.9718,62.1243
2019-06-15,8650.88000000,8864.99000000,8567.63000000,8808.70000000,31791.63603900,31791.63603900,7376.8026,8109.0951,64.5742,7383.6866,8169.3195,16025.6490,238.0326,5.5909,232.4417,61.3652,80.1654
2019-06-16,8810.77000000,9333.00000000,8760.00000000,8953.33000000,63289.25121900,63289.25121900,7449.9554,8189.4984,66.2680,7421.7178,8237.4791,16395.0921,278.1754,36.5870,241.5884,76.7528,87.9686
2019-06-17,8953.00000000,9444.00000000,8950.00000000,9313.96000000,47895.48537400,47895.48537400,7530.0842,8296.5900,70.1061,7419.5236,8339.0462,17534.2722,335.2245,74.9088,260.3156,85.9811,89.8093
2019-06-18,9312.13000000,9336.36000000,8950.00000000,9081.55000000,51554.56940100,51554.56940100,7606.9524,8371.3481,64.9751,7443.0953,8415.6300,18140.9769,357.5610,77.7963,279.7647,87.6219,85.0877
2019-06-19,9081.97000000,9304.00000000,8960.00000000,9255.49000000,32147.70649500,32147.70649500,7685.6460,8455.5521,66.9261,7448.9613,8506.7038,19084.1289,384.8619,84.0777,300.7841,87.8479,88.6467
2019-06-20,9253.76000000,9590.00000000,9175.20000000,9517.12000000,34556.05398200,34556.05398200,7768.3244,8556.6538,69.6635,7445.7524,8617.9998,20340.4737,422.7363,97.5618,325.1746,87.7943,89.6486
2019-06-21,9518.06000000,10174.99000000,9518.06000000,10159.86000000,50484.41589200,50484.41589200,7861.6642,8709.3401,75.1128,7383.9604,8785.9276,22805.6003,498.8653,138.9525,359.9127,91.2658,95.5022
2019-06-22,10159.86000000,11160.00000000,9921.72000000,10729.50000000,104169.44797600,104169.44797600,7960.8004,8901.7363,78.7552,7289.4486,9000.4126,26110.0525,598.2667,190.6832,407.5835,93.2893,94.7170
2019-06-23,10729.00000000,11392.64000000,10555.18000000,10906.07000000,57445.32394500,57445.32394500,8062.3328,9092.6252,79.7448,7249.5436,9222.1732,28948.4693,683.4129,220.6635,462.7494,93.9746,91.7047
2019-06-24,10905.95000000,11143.63000000,10620.80000000,11056.59000000,43101.04528500,43101.04528500,8167.9522,9279.6695,80.5754,7286.2401,9444.9822,31032.4032,754.3419,233.2740,521.0679,91.7628,88.8666
2019-06-25,11056.59000000,11850.00000000,11026.00000000,11820.86000000,61276.68664800,61276.68664800,8289.4136,9521.6876,84.1333,7280.4034,9724.5332,34165.8318,862.2840,272.9729,589.3111,91.0422,92.5553
2019-06-26,11821.28000000,13970.00000000,11741.00000000,13093.80000000,155930.14738600,155930.14738600,8434.3628,9861.8888,88.0570,7179.7684,10106.0578,39368.9517,1038.5725,359.4091,679.1634,91.0850,91.8332
2019-06-27,13098.38000000,13478.04000000,10525.10000000,11329.99000000,173894.82088900,173894.82088900,8541.2168,10001.7080,64.3215,7318.4679,10294.3286,40052.9356,1024.1519,275.9908,748.1611,88.0477,79.7548
2019-06-28,11329.99000000,12480.00000000,10982.88000000,12400.63000000,95795.20396400,95795.20396400,8665.0458,10230.1767,69.6664,7440.9833,10568.6152,41844.9342,1086.5897,270.7429,815.8468,80.6329,70.3107
2019-06-29,12407.06000000,12441.54000000,11475.02000000,11903.13000000,69642.07415700,69642.07415700,8775.6418,10389.5056,64.8080,7670.3608,10774.0590,41811.0414,1083.4387,214.0735,869.3652,70.6843,61.9875
2019-06-30,11903.13000000,12180.00000000,10766.03000000,10854.10000000,84512.53044300,84512.53044300,8851.1994,10433.7527,55.9480,7871.1288,10859.2380,40740.3302,984.9399,92.4597,892.4801,62.9004,56.4031
2019-07-01,10854.10000000,11282.28000000,10030.00000000,10624.93000000,90962.26827100,90962.26827100,8924.3518,10451.9601,54.2046,8093.9773,10908.9182,39058.3268,878.2626,-11.3740,889.6366,54.0884,43.8747
2019-07-02,10624.90000000,10938.75000000,9727.00000000,10842.85000000,109561.03872800,109561.03872800,8985.3946,10489.1877,55.6208,8314.8663,10966.3049,37480.6909,802.0588,-70.0622,872.1211,45.5234,36.2924
2019-07-03,10844.98000000,11991.89000000,10841.04000000,11940.00000000,96815.90029000,96815.90029000,9065.2434,10627.3603,61.9932,8575.5966,11115.2525,36511.8115,820.7367,-41.1075,861.8442,41.0123,42.8698
2019-07-04,11940.00000000,12000.00000000,11055.00000000,11145.67000000,66512.22189200,66512.22189200,9124.7594,10676.7231,55.7515,8778.2501,11170.8284,35096.6114,762.6518,-79.3539,842.0057,41.0323,43.9346
2019-07-05,11145.67000000,11406.83000000,10796.44000000,10970.73000000,63534.35058200,63534.35058200,9186.8422,10704.7238,54.4512,8964.4165,11197.8592,33532.2865,694.4973,-118.0068,812.5040,42.6609,41.1782
2019-07-06,10982.41000000,11665.00000000,10964.51000000,11256.49000000,51469.49633100,51469.49633100,9264.8668,10757.2729,56.2464,9168.2963,11241.8099,31976.9456,655.9810,-125.2185,781.1994,39.6953,33.9732
2019-07-07,11256.45000000,11538.00000000,11094.37000000,11406.24000000,38884.79559900,38884.79559900,9347.8426,10819.0793,57.1983,9340.8956,11289.0550,30770.6497,630.2747,-120.7398,751.0145,36.7101,34.9789
2019-07-08,11410.00000000,12338.03000000,11220.00000000,12238.60000000,52182.36721500,52182.36721500,9429.6450,10954.2718,62.1305,9603.4642,11405.6093,29427.0607,669.3509,-65.3309,734.6818,37.9638,44.9394
2019-07-09,12238.60000000,12794.73000000,12068.00000000,12543.41000000,78442.13034300,78442.13034300,9521.7502,11105.6183,63.7766,9868.7238,11536.1596,28210.5172,716.6536,-14.4225,731.0761,44.9892,55.0495
2019-07-10,12548.51000000,13147.08000000,11569.00000000,12108.37000000,109246.04499700,109246.04499700,9605.8202,11201.1184,59.7824,10136.6046,11609.6207,26339.7816,710.8430,-16.1865,727.0295,54.3360,63.0191
2019-07-11,12108.11000000,12111.73000000,11000.00000000,11342.89000000,87506.46105800,87506.46105800,9680.1094,11214.6205,53.4403,10249.7550,11597.8396,25078.6854,637.1259,-71.9229,709.0488,59.0352,59.0368
2019-07-12,11342.88000000,11885.00000000,11073.00000000,11757.22000000,56321.85828100,56321.85828100,9758.2236,11266.2966,56.1518,10319.6213,11619.8851,24622.5229,605.1616,-83.1098,688.2713,59.5847,56.6982
2019-07-13,11757.22000000,11799.98000000,10830.00000000,11355.76000000,54245.59454800,54245.59454800,9826.0414,11274.8169,52.9350,10330.5750,11598.8024,24281.0757,541.1966,-117.6598,658.8564,55.7153,51.4108
2019-07-14,11355.78000000,11452.00000000,10103.00000000,10174.18000000,72517.57923600,72517.57923600,9869.0168,11169.9944,44.8003,10067.3352,11463.0469,25420.1639,390.6570,-214.5595,605.2165,49.3764,40.0201
2019-07-15,10174.18000000,11100.00000000,9860.00000000,10838.72000000,81922.42633200,81922.42633200,9913.5026,11138.4444,49.5006,9971.0435,11394.7828,25632.1763,321.2727,-227.1551,548.4277,40.8330,31.0681
2019-07-16,10833.78000000,11028.00000000,9350.01000000,9439.59000000,97219.44341300,97219.44341300,9927.1680,10976.6488,41.4902,9699.9955,11197.9451,26177.4412,151.6390,-317.4310,469.0700,29.0227,15.9800
2019-07-17,9430.17000000,9957.00000000,9060.00000000,9667.92000000,84942.67271700,84942.67271700,9946.2136,10852.0079,43.1082,9377.5681,11040.2542,27667.1156,35.2214,-347.0789,382.3003,21.2093,16.5797
2019-07-18,9668.86000000,10788.00000000,9252.00000000,10627.16000000,80283.31025200,80283.31025200,9985.8432,10830.5939,49.4346,9388.3533,10981.8340,26916.6413,20.1302,-289.7360,309.8663,17.0285,18.5259
2019-07-19,10628.64000000,10769.71000000,10121.84000000,10504.29000000,56546.93213300,56546.93213300,10030.5382,10799.5173,48.6878,9341.9864,10920.1571,26701.8636,-1.7243,-249.2725,247.5481,21.5414,29.5188
2019-07-20,10505.78000000,11068.99000000,10350.00000000,10740.23000000,47331.89984800,47331.89984800,10074.2428,10793.8709,50.2423,9305.3777,10887.6118,26709.9523,-0.0058,-198.0432,198.0374,28.7697,38.2643
2019-07-21,10740.27000000,10817.90000000,10288.00000000,10589.45000000,38834.28793500,38834.28793500,10115.1504,10774.4022,49.2162,9256.9163,10841.2487,26684.5725,-10.6873,-166.9798,156.2924,35.2466,37.9568
2019-07-22,10590.15000000,10683.16000000,10100.00000000,10340.31000000,40467.95483900,40467.95483900,10147.4370,10733.0601,47.4902,9157.4322,10771.3269,26910.2735,-38.8087,-156.0809,117.2722,37.6135,36.6194
2019-07-23,10343.08000000,10343.97000000,9822.00000000,9864.91000000,47624.37071000,47624.37071000,10182.4188,10650.3791,44.2979,9020.3725,10658.5220,27040.0166,-98.3225,-172.4757,74.1533,34.6855,29.4805
2019-07-24,9864.78000000,9937.00000000,9525.00000000,9763.28000000,43475.38037700,43475.38037700,10223.9438,10565.8935,43.6228,8832.4440,10545.9194,27680.6737,-151.9368,-180.8721,28.9353,30.2627,24.6884
2019-07-25,9763.40000000,10175.00000000,9720.03000000,9879.87000000,37873.35472800,37873.35472800,10266.0112,10500.5579,44.6646,8684.3764,10451.0035,28117.2742,-182.9103,-169.4764,-13.4338,26.0297,23.9204
2019-07-26,9882.15000000,9889.98000000,9637.00000000,9824.00000000,27167.46321700,27167.46321700,10306.7572,10436.1239,44.2427,8549.8981,10355.9611,28416.5914,-209.5496,-156.8926,-52.6570,25.0863,26.6502
2019-07-27,9824.00000000,10188.66000000,9333.00000000,9476.52000000,43809.77830100,43809.77830100,10336.6770,10344.7330,41.6099,8373.7082,10234.6469,28844.0330,-255.7521,-162.4761,-93.2760,25.1145,24.7728
2019-07-28,9478.92000000,9594.99000000,9165.00000000,9541.54000000,29401.02293700,29401.02293700,10369.6354,10268.2384,42.3018,8357.9814,10128.7141,27836.0406,-283.8493,-152.4586,-131.3907,24.7967,22.9671
2019-07-29,9541.54000000,9729.00000000,9395.00000000,9507.64000000,29021.93741100,29021.93741100,10407.2256,10195.8005,42.0222,8474.1165,10032.3959,25615.1900,-305.3323,-139.1533,-166.1790,22.9466,21.0999
2019-07-30,9509.07000000,9714.28000000,9402.00000000,9574.21000000,32536.36883400,32536.36883400,10439.0548,10136.6014,42.8214,8584.4892,9956.8738,23680.7197,-313.3737,-117.7557,-195.6179,22.6315,23.8274
2019-07-31,9575.00000000,10109.80000000,9555.00000000,10080.53000000,39515.35456000,39515.35456000,10482.9674,10131.2613,48.6224,8665.0972,9941.6400,22707.0677,-275.7125,-64.0757,-211.6368,25.6382,31.9874
2019-08-01,10080.53000000,10467.86000000,9863.46000000,10374.99000000,41727.63702800,41727.63702800,10527.9144,10154.4735,51.6919,8902.5958,9960.4613,20539.1164,-219.5742,-6.3499,-213.2243,33.8528,45.7435
2019-08-02,10375.00000000,10670.00000000,10281.35000000,10523.75000000,42990.44422100,42990.44422100,10574.0186,10189.6427,53.2127,9086.0134,10000.0322,19140.2211,-161.2220,41.6018,-202.8238,46.2434,60.9994
2019-08-03,10523.75000000,10904.77000000,10497.93000000,10816.86000000,33802.31882400,33802.31882400,10617.3558,10249.3777,56.1424,9101.1457,10071.4804,19774.8275,-90.2852,90.0309,-180.3161,61.1210,76.6202
2019-08-04,10816.86000000,11040.00000000,10552.00000000,10929.23000000,39924.74514100,39924.74514100,10659.7664,10314.1255,57.2477,9165.7379,10150.5700,19998.8919,-24.7150,124.4809,-149.1959,74.8068,86.8009
2019-08-05,10929.99000000,11937.52000000,10927.80000000,11828.80000000,65153.67371300,65153.67371300,10717.2758,10458.3802,64.8783,9123.1950,10314.9020,22231.9724,98.6998,198.3166,-99.6168,86.1535,95.0393
2019-08-06,11830.00000000,12330.70000000,11226.70000000,11481.69000000,76705.38987500,76705.38987500,10760.6304,10555.8383,60.3986,9153.1323,10434.7988,23251.4636,166.5779,212.9557,-46.3778,89.8747,87.7840
2019-08-07,11481.69000000,12141.17000000,11382.84000000,11975.03000000,69173.39035300,69173.39035300,10818.5000,10690.9994,64.1838,9124.3767,10593.0432,25279.7082,257.2151,242.8744,14.3408,89.6105,86.0082
2019-08-08,11975.04000000,12060.00000000,11521.00000000,11999.77000000,51207.25717400,51207.25717400,10873.3856,10815.6442,64.3678,9117.5796,10747.2255,27043.6842,327.2696,250.3430,76.9265,85.8743,83.8307
2019-08-09,11994.17000000,12045.68000000,11700.00000000,11879.99000000,39427.15258800,39427.15258800,10920.6430,10917.0105,62.6892,9141.5242,10882.8788,28296.4246,368.8708,233.5555,135.3154,85.9545,88.0247
2019-08-10,11879.98000000,11985.00000000,11270.00000000,11309.31000000,42633.08704800,42633.08704800,10943.6320,10954.3724,55.2911,9183.1144,10958.7541,28715.1520,351.7365,173.1369,178.5996,84.2901,81.0149
2019-08-11,11309.24000000,11600.00000000,11112.11000000,11549.97000000,26772.90691000,26772.90691000,10960.0414,11011.0959,57.5653,9229.2573,11054.1216,29302.7647,353.5016,139.9216,213.5800,81.5581,75.6347
2019-08-12,11539.08000000,11577.89000000,11235.32000000,11396.08000000,17568.22707500,17568.22707500,10969.8416,11047.7611,55.6171,9307.0430,11129.0726,29349.3691,338.5800,100.0000,238.5800,75.4642,69.7430
2019-08-13,11398.35000000,11456.16000000,10788.45000000,10892.71000000,33234.72968000,33234.72968000,10966.5640,11032.9943,49.6927,9375.2490,11148.7923,28884.2259,282.8759,35.4367,247.4392,69.5355,63.2289
2019-08-14,10893.36000000,10897.48000000,9928.10000000,10050.37000000,54451.84749900,54451.84749900,10931.1542,10939.4111,41.6897,9324.4532,11082.9110,28667.4884,168.8142,-62.9000,231.7142,58.0858,41.2856
2019-08-15,10055.16000000,10460.00000000,9911.00000000,10293.93000000,38174.45112000,38174.45112000,10875.1568,10877.9367,44.4743,9318.9639,11039.4139,28243.9132,96.9551,-107.8072,204.7624,42.7932,23.8649
2019-08-16,10296.77000000,10536.03000000,9750.00000000,10331.54000000,51758.14291800,51758.14291800,10855.1878,10825.8989,44.9118,9367.8283,10997.2609,27291.5874,42.5506,-129.7694,172.3200,26.8208,15.3118
2019-08-17,10331.15000000,10465.14000000,10000.00000000,10216.02000000,29000.58120100,29000.58120100,10811.4956,10767.8152,43.7710,9391.6789,10940.0345,26423.5905,-9.7742,-145.6754,135.9012,19.3275,18.8059
2019-08-18,10216.05000000,10500.00000000,10080.00000000,10306.78000000,24085.39517200,24085.39517200,10779.5686,10723.9071,44.9540,9442.7465,10888.2401,25343.1764,-43.4179,-143.4553,100.0374,18.2800,20.7223
